1000 9998
580 924 1
977 543 2
283 604 2
97 200 1
665 288 2
562 936 2
945 960 1
569 985 1
521 595 2
494 433 2
332 141 2
648 383 2
404 332 1
975 253 2
140 881 1
905 97 2
304 191 2
718 159 1
1 283 2
329 852 1
951 878 1
102 474 1
353 528 1
653 232 1
158 105 3
941 109 1
735 402 1
431 691 1
196 942 2
597 514 2
297 746 2
600 915 1
955 450 2
467 188 1
3 681 2
302 378 1
90 217 2
683 775 1
299 679 2
121 176 1
312 42 2
866 97 2
991 664 1
561 589 1
588 476 2
10 488 2
823 432 2
985 103 1
345 996 1
413 652 1
416 544 3
159 614 2
612 858 1
883 439 1
485 609 2
948 612 1
376 180 1
445 831 1
305 922 1
303 896 1
939 379 2
286 836 1
543 351 2
85 358 2
703 753 2
800 914 2
358 147 2
952 464 2
475 477 1
785 213 2
531 641 2
991 982 1
580 148 2
207 216 1
625 303 3
568 387 2
640 635 2
421 311 1
362 994 1
523 297 2
740 851 1
483 564 2
160 118 2
167 763 3
913 168 1
831 655 2
389 691 1
557 340 1
602 752 2
483 659 2
607 590 1
555 395 1
365 165 1
52 949 2
260 110 1
481 810 2
666 951 2
250 719 2
518 541 3
489 995 1
655 493 3
691 858 1
693 790 3
537 923 3
68 123 1
719 757 1
344 434 1
959 4 1
388 859 1
996 727 2
148 200 2
927 944 3
208 433 2
692 61 2
122 253 2
631 494 2
341 223 2
828 363 2
563 775 2
263 824 3
973 7 2
611 430 1
640 621 1
479 842 1
381 69 1
58 275 1
904 250 1
264 368 2
795 408 1
754 93 2
52 222 2
652 334 2
630 25 2
475 7 1
388 225 2
859 546 2
68 339 2
228 101 2
571 702 1
75 219 2
770 758 2
523 441 2
372 533 1
391 685 1
432 359 1
736 555 2
605 249 1
688 98 3
483 109 2
548 956 1
255 800 3
5 500 1
434 293 1
227 69 1
516 872 1
948 499 2
249 857 1
779 753 1
988 786 2
184 8 1
642 597 2
397 80 1
653 583 1
857 112 2
726 475 1
101 905 1
444 808 2
280 628 2
20 342 1
175 180 1
385 178 2
589 181 1
761 376 1
813 356 1
332 912 1
485 177 2
687 94 1
284 506 2
700 644 3
334 352 2
688 988 1
645 930 1
632 3 2
679 233 1
113 834 2
113 598 2
862 741 2
582 26 2
283 768 2
178 790 1
720 576 1
180 663 1
258 789 2
115 709 2
984 57 2
798 162 1
778 401 1
767 811 1
522 825 2
79 621 1
697 155 2
462 608 1
519 641 2
851 672 2
685 82 2
104 27 1
334 240 1
395 341 3
489 373 2
355 81 1
382 949 2
511 667 2
790 436 2
714 750 1
761 185 1
94 398 1
125 15 1
833 148 1
99 702 1
599 718 1
177 377 2
155 293 2
468 337 3
627 921 1
481 548 2
974 366 3
172 14 2
319 987 2
284 692 2
840 954 1
583 219 3
468 937 1
244 224 2
801 789 3
798 203 2
569 679 2
827 650 2
7 534 1
568 477 1
990 637 1
339 275 1
64 238 1
253 262 1
125 735 2
67 819 2
775 422 2
465 330 1
281 320 3
512 86 2
27 461 2
862 360 3
942 412 2
92 391 3
792 574 1
811 230 2
425 430 2
405 400 3
44 36 1
521 449 2
299 654 2
429 330 1
601 571 2
358 170 1
279 13 1
724 832 3
109 94 1
213 166 3
500 96 1
764 77 1
531 823 2
52 184 1
671 867 2
684 896 1
611 316 2
786 518 1
496 640 2
470 650 2
425 151 1
855 442 2
990 191 2
398 924 2
500 349 2
556 462 1
473 10 2
487 545 1
123 197 2
653 919 1
235 311 1
640 575 1
418 4 1
307 968 2
581 239 2
82 669 1
775 204 1
55 824 1
338 557 1
670 77 2
451 586 1
562 625 2
759 853 1
582 540 3
283 232 2
216 806 2
278 563 2
825 67 3
850 481 2
811 919 2
504 963 1
831 608 2
444 238 2
773 296 2
771 74 1
915 205 2
115 885 1
757 471 2
990 161 1
814 216 2
932 109 3
142 377 1
48 833 2
537 389 1
767 76 2
788 682 1
188 870 2
212 400 1
128 402 1
184 177 1
68 57 2
819 138 2
664 391 1
215 546 2
214 684 1
130 364 2
630 918 1
172 605 3
211 893 2
478 238 1
772 58 2
782 618 2
487 330 1
122 239 2
8 573 2
790 507 1
898 745 2
43 791 2
86 314 1
660 714 2
98 519 2
122 516 2
221 974 2
303 497 1
748 472 2
575 215 2
580 986 3
704 956 1
91 557 2
102 116 1
666 390 2
276 986 2
917 580 3
241 791 1
622 659 1
457 889 1
28 885 1
138 670 1
767 399 1
938 823 2
99 118 2
997 924 1
529 542 1
124 599 2
310 203 1
662 504 2
753 962 1
557 533 2
645 544 1
521 175 2
809 211 3
112 8 2
576 959 1
747 575 1
756 472 1
150 350 2
236 464 2
826 103 1
827 7 1
306 439 2
317 622 2
301 464 2
912 357 2
222 485 2
214 936 1
624 75 2
905 883 2
156 221 3
995 563 3
220 815 3
208 876 1
178 722 2
620 933 2
473 164 1
986 332 2
322 287 3
153 19 3
927 412 2
372 779 2
207 166 2
629 225 1
930 986 1
472 611 2
538 247 2
689 198 1
637 612 2
282 517 1
676 887 3
62 509 1
955 907 1
102 53 2
707 593 2
279 442 2
73 612 1
726 736 2
731 475 2
102 298 1
65 308 1
60 154 2
770 529 2
579 406 1
68 237 2
637 839 2
706 967 2
347 955 2
921 59 2
823 922 1
679 575 2
488 107 2
267 40 1
603 307 1
283 72 1
920 176 1
396 869 1
891 492 1
745 380 1
426 129 3
982 597 1
834 72 3
361 634 2
794 661 1
569 424 3
151 748 1
305 820 2
345 346 2
579 421 2
232 214 1
895 98 1
975 302 2
97 239 1
691 272 2
573 26 1
34 726 2
765 25 1
98 870 2
287 564 1
466 812 2
202 330 2
295 380 2
902 955 2
599 409 1
29 155 1
868 748 1
856 40 1
934 1 3
880 257 2
425 262 1
466 39 1
114 495 2
942 11 2
319 248 1
832 707 1
38 248 2
816 152 2
802 146 2
447 448 2
550 132 1
294 384 1
463 92 1
22 31 1
380 276 1
373 318 2
330 428 2
450 951 2
159 207 1
718 729 1
502 795 2
314 303 1
648 492 2
320 746 2
167 677 2
119 947 1
707 872 2
181 533 2
85 231 2
550 689 3
190 502 1
670 480 2
50 89 3
74 253 2
134 26 2
916 261 2
31 46 1
676 1 3
717 995 1
671 760 1
532 665 2
707 228 2
900 630 3
664 37 2
256 928 2
846 512 3
574 464 2
92 223 1
62 938 2
801 192 2
380 348 2
643 75 2
5 130 2
157 122 1
535 919 1
250 859 2
807 698 2
763 785 2
127 925 2
750 515 1
903 747 1
87 453 1
106 659 1
914 377 2
361 588 3
351 218 1
219 519 1
280 661 1
781 544 1
2 804 2
379 817 2
997 796 1
274 466 1
883 849 2
788 273 1
1000 682 2
461 37 1
948 876 1
687 636 1
180 783 1
771 44 3
126 665 2
704 188 3
191 17 2
920 199 2
680 651 1
306 882 2
73 292 1
340 449 1
10 854 2
62 897 3
987 612 1
273 413 1
51 395 2
94 203 1
12 105 2
129 354 2
122 257 1
602 305 1
436 79 2
605 6 2
343 966 2
461 132 2
817 172 1
776 252 1
374 212 1
123 557 1
870 108 2
83 476 1
131 912 2
176 563 2
375 458 1
341 493 2
587 250 1
452 533 2
345 49 1
55 308 2
811 891 1
382 564 3
964 874 1
34 231 3
640 686 2
94 710 1
606 176 2
372 952 2
287 127 2
12 923 2
284 609 2
539 573 2
171 272 1
165 490 1
932 781 1
609 288 3
244 494 2
271 264 1
576 24 1
756 790 3
609 644 1
944 13 2
58 888 1
229 369 1
487 821 1
524 881 1
801 587 2
385 872 1
233 114 1
400 949 2
323 262 3
989 619 3
471 79 2
814 636 2
277 1 2
368 874 1
473 965 1
692 22 2
424 622 1
392 927 1
541 929 1
214 62 2
579 526 2
85 671 1
289 886 2
103 250 2
40 719 1
152 98 2
956 180 2
914 790 3
839 708 1
630 75 2
771 26 3
376 16 2
190 81 3
359 479 2
247 717 1
935 143 2
199 546 2
81 653 1
686 21 2
957 360 1
414 729 1
319 638 1
818 710 1
502 459 1
712 863 2
674 416 2
509 306 2
268 543 1
538 221 2
803 804 2
3 59 2
962 283 1
101 347 2
421 891 2
904 77 2
961 279 2
608 602 1
902 281 2
522 345 2
186 950 1
9 300 2
673 847 2
831 24 2
286 22 3
459 913 2
721 814 1
907 174 2
861 769 2
432 275 3
637 482 2
692 707 3
287 134 1
199 298 2
338 951 2
345 407 1
99 305 2
759 173 1
354 755 1
427 210 3
27 81 2
621 986 2
375 181 1
515 102 2
752 916 1
746 376 2
973 198 2
353 415 2
376 200 1
452 386 1
204 284 1
928 343 2
749 735 2
369 654 2
96 645 1
267 820 1
238 643 2
959 930 3
366 219 2
88 712 2
773 302 1
557 296 3
197 673 1
374 476 3
939 387 2
828 207 1
279 423 2
906 103 1
371 217 2
33 885 1
664 564 1
718 327 2
672 740 1
636 451 1
447 332 1
827 787 1
471 206 2
673 839 2
573 360 2
112 386 1
154 198 2
218 532 1
211 77 2
884 394 2
890 124 2
420 542 1
197 165 2
204 152 1
652 528 2
566 790 2
566 823 1
827 657 3
271 608 2
212 463 2
384 272 2
176 20 2
239 714 1
25 292 2
253 758 1
160 885 1
26 869 1
179 1000 1
996 725 1
386 970 2
273 550 1
781 992 1
346 417 1
365 392 2
657 965 1
665 216 1
772 664 3
167 50 1
210 9 1
303 694 1
384 36 1
83 647 2
321 707 1
83 648 1
781 553 1
479 24 1
775 741 1
354 303 1
177 730 2
314 638 2
250 651 2
658 466 1
407 1 1
334 593 3
634 783 1
842 826 2
334 77 1
589 617 2
746 464 1
357 569 2
799 430 2
56 508 1
974 418 1
501 612 1
900 103 2
786 252 2
231 336 1
189 492 1
442 52 2
854 781 1
711 231 2
617 141 1
917 643 2
534 444 1
674 522 2
778 145 1
802 413 2
834 652 2
794 785 3
617 57 1
649 424 1
557 264 1
488 57 2
960 381 1
615 940 2
642 914 2
193 253 2
202 483 1
492 840 2
530 437 1
349 160 3
422 341 1
375 625 1
50 997 2
886 523 1
21 69 1
123 955 2
959 933 1
925 890 2
38 321 1
82 579 1
610 329 2
879 970 1
505 811 1
717 981 2
695 987 1
261 50 3
141 956 1
76 585 1
373 541 3
490 520 1
515 795 2
926 250 1
763 67 2
266 127 1
994 888 2
709 305 2
243 149 2
846 953 2
998 479 2
280 728 1
402 975 1
869 373 2
508 210 2
850 283 1
351 330 1
4 11 2
399 738 1
170 539 1
441 70 2
573 76 1
334 912 2
987 674 1
209 741 2
202 40 1
628 355 2
211 627 2
787 820 1
170 10 2
130 496 1
710 575 1
477 837 2
571 834 2
425 654 3
700 590 1
485 54 1
148 394 2
915 681 2
620 561 2
950 79 3
162 58 1
712 525 1
430 656 1
682 843 1
758 727 1
783 978 2
84 722 3
861 197 3
306 913 2
533 360 2
904 773 2
897 409 1
746 111 1
869 79 2
277 188 1
780 56 1
818 127 3
416 52 3
128 117 1
855 210 1
951 98 2
688 37 1
542 156 1
384 34 2
537 507 1
675 108 2
513 915 2
98 719 1
650 477 2
73 176 2
203 248 2
591 340 1
128 277 1
558 367 2
526 996 1
742 129 2
367 18 1
291 300 2
171 96 2
48 96 2
56 964 1
26 532 2
850 679 1
515 474 2
160 736 1
544 497 2
546 984 2
619 538 2
786 883 1
443 343 1
998 342 1
615 911 1
249 273 3
962 899 1
513 737 1
122 179 3
941 430 1
222 167 1
783 766 1
480 136 1
457 948 2
604 841 2
699 142 3
818 348 2
862 168 2
110 256 1
240 571 1
790 485 2
998 36 1
859 838 1
687 226 2
18 738 2
387 497 3
947 511 2
971 639 3
10 800 2
447 178 2
782 840 2
403 214 1
684 298 3
681 45 2
504 377 3
128 963 1
172 832 2
784 25 1
457 961 1
957 194 2
415 620 1
279 133 1
716 75 1
339 487 2
244 697 1
637 935 1
639 198 3
338 619 2
265 30 2
618 230 2
143 343 1
649 506 2
593 173 2
44 903 2
917 201 1
897 341 2
865 425 3
107 351 1
742 847 2
238 998 1
108 820 2
833 86 3
841 103 1
740 552 1
588 616 1
721 416 2
721 737 2
244 178 1
895 167 2
427 724 2
187 180 2
322 788 2
468 403 1
361 282 1
700 486 1
790 257 1
888 823 3
292 304 1
63 195 1
340 788 1
805 348 1
837 65 2
140 257 2
741 505 2
867 350 1
203 163 2
992 628 2
60 466 1
455 388 2
795 599 3
251 466 1
899 501 1
48 160 3
981 604 1
922 719 2
214 458 2
902 280 3
68 509 1
14 941 2
322 226 1
685 880 2
131 663 2
21 436 1
221 590 1
292 612 2
700 958 2
218 117 2
927 27 3
394 522 1
204 959 2
391 158 2
211 555 1
464 327 1
770 880 2
924 509 2
376 265 1
950 204 1
807 224 2
155 920 3
223 242 2
239 490 1
922 76 2
585 435 1
598 572 1
91 950 2
328 763 1
628 735 2
719 988 1
834 486 2
694 380 3
885 306 2
340 878 3
634 324 2
425 404 2
394 980 1
578 42 1
82 245 1
797 164 3
815 621 2
423 853 1
782 689 2
662 491 2
841 173 1
27 644 2
724 842 1
596 271 1
11 960 3
15 666 1
67 585 2
806 612 3
255 470 1
775 152 2
192 685 2
376 53 1
583 535 2
202 470 2
925 601 1
315 720 1
7 346 2
746 455 2
578 289 1
800 27 2
221 687 2
654 290 2
342 947 3
374 180 2
164 389 1
69 392 1
570 31 2
312 252 2
853 693 1
385 741 1
207 80 1
558 933 2
968 371 2
673 251 2
957 2 2
271 42 1
892 254 2
871 282 2
577 280 1
821 974 3
17 564 1
259 76 2
263 143 2
569 632 1
906 59 2
10 208 1
697 790 2
951 274 2
5 656 1
633 469 2
939 623 2
862 886 2
231 575 1
950 607 1
426 616 2
997 148 2
444 792 2
423 994 1
849 713 1
778 759 2
422 30 1
133 696 2
922 824 1
100 190 1
419 683 2
922 369 2
643 559 1
859 393 1
416 876 2
822 60 2
455 984 1
316 184 3
171 862 1
295 906 2
155 377 2
759 725 3
858 967 1
919 75 2
624 358 1
824 588 3
295 133 1
100 826 2
695 563 2
208 751 2
861 457 3
2 508 2
28 399 2
336 689 1
557 592 1
312 431 1
407 868 1
514 382 1
26 734 2
663 844 1
740 3 2
208 73 1
497 910 1
327 914 1
300 91 3
197 611 2
971 944 2
697 252 3
729 776 1
103 931 1
552 299 1
812 795 3
861 231 1
236 728 2
839 422 1
361 730 2
971 364 2
664 589 3
900 369 2
177 916 1
606 702 2
605 43 2
639 829 2
258 520 1
566 529 1
488 516 1
212 730 2
251 865 1
109 394 1
896 282 2
317 507 3
426 665 1
633 962 2
737 910 3
41 235 3
953 97 3
295 916 1
877 63 1
303 201 3
575 367 1
931 502 1
662 723 1
94 506 1
526 910 2
810 183 1
154 546 2
616 980 2
526 770 2
426 291 2
814 768 1
633 651 3
845 286 2
125 323 1
299 852 1
703 742 1
307 807 1
682 4 1
184 765 1
514 817 3
530 881 2
345 769 1
345 603 2
347 225 3
206 503 1
840 962 2
98 599 2
487 32 3
827 281 1
192 995 1
805 539 1
185 124 1
731 965 2
163 588 2
621 553 1
250 137 1
987 362 1
921 433 2
562 635 2
872 17 1
765 521 2
618 576 1
9 961 2
214 820 1
703 578 1
578 300 1
846 313 1
653 489 2
468 838 3
948 771 1
231 587 1
734 267 2
167 74 1
658 365 1
182 957 2
527 575 2
505 146 3
575 583 2
412 653 1
520 645 2
778 668 1
335 800 2
506 830 2
459 53 3
841 458 2
356 81 1
709 589 3
803 449 1
21 355 2
533 443 3
38 583 2
937 704 2
91 230 3
786 271 1
159 555 2
543 535 2
82 546 1
649 573 3
941 602 2
611 367 1
925 191 2
368 187 2
677 814 1
739 908 2
809 141 1
122 224 2
271 793 3
883 156 1
511 845 1
315 810 1
315 389 3
646 311 2
866 351 1
618 422 1
593 171 1
183 787 2
922 151 1
511 668 2
643 837 1
764 941 1
628 257 1
69 632 3
35 167 3
454 14 2
351 585 1
745 120 1
481 194 2
61 518 2
521 814 2
878 889 2
880 238 1
649 346 2
963 871 1
509 52 2
35 236 1
932 999 2
767 119 2
30 484 2
481 343 1
752 519 2
194 414 1
377 558 1
863 17 2
581 689 2
22 155 2
238 804 1
722 125 2
840 241 3
843 862 1
754 182 2
226 817 1
895 679 1
535 581 2
984 235 2
753 997 2
640 249 2
444 966 2
133 974 2
569 628 1
964 322 1
683 546 2
562 840 3
930 893 1
35 217 2
470 370 2
287 807 1
625 106 2
840 548 1
952 252 3
750 234 1
86 148 1
465 37 1
893 660 1
236 634 2
457 486 1
804 853 2
470 188 2
816 766 2
651 556 2
979 877 1
779 24 1
618 148 2
795 119 3
722 490 1
768 179 1
778 333 2
829 199 2
414 284 1
316 399 2
802 731 2
701 354 2
483 696 1
518 802 2
318 209 1
645 435 1
270 436 2
445 14 2
68 15 1
366 345 1
153 354 1
172 66 2
131 402 1
380 72 2
683 3 1
238 862 2
936 270 1
585 966 2
147 962 2
774 533 1
746 972 1
425 604 2
710 553 2
765 747 2
989 429 1
330 537 2
598 313 1
458 19 3
773 294 2
284 650 2
583 151 1
609 297 3
769 193 1
714 472 1
15 21 2
123 699 1
528 224 2
301 579 2
581 555 2
684 945 2
914 867 2
245 166 2
207 378 2
577 720 3
295 211 1
695 539 1
87 834 1
957 36 2
509 144 1
336 396 1
333 229 2
235 58 2
537 14 3
500 642 3
416 274 1
203 879 1
537 371 2
486 844 1
620 361 2
102 158 1
538 30 1
519 974 2
248 808 2
683 654 2
287 567 2
752 624 2
607 216 1
725 658 1
738 875 1
976 423 2
516 129 1
134 440 1
931 109 1
30 974 1
405 330 1
373 799 2
915 731 1
171 990 2
441 348 1
434 315 2
432 977 2
25 654 1
733 243 1
243 911 2
504 870 1
544 680 2
549 965 1
162 863 2
474 604 3
666 922 2
521 895 2
187 806 1
110 358 1
551 59 2
225 237 3
23 108 1
125 61 2
702 901 2
518 941 1
3 865 1
917 121 2
618 683 2
185 960 3
54 117 2
48 62 1
846 629 1
944 430 2
870 904 2
805 305 1
259 712 2
907 456 1
916 526 3
928 454 1
883 91 1
124 399 1
539 471 1
507 468 1
454 489 1
962 252 1
741 442 2
108 199 2
786 327 2
453 459 1
356 989 2
30 978 1
473 894 3
212 795 3
134 189 1
444 686 1
708 761 2
75 249 1
844 536 3
848 299 2
476 825 1
948 716 2
813 874 1
592 981 2
4 205 2
655 848 2
997 480 3
140 861 1
840 382 1
167 58 1
226 536 2
806 718 2
494 7 1
673 33 2
579 407 2
41 642 1
745 517 1
457 937 1
735 738 2
722 363 2
896 10 1
992 275 2
587 370 1
225 183 1
663 894 1
688 872 1
517 289 1
761 52 1
255 462 1
294 255 2
518 814 2
147 571 2
351 812 2
973 663 2
586 719 2
875 509 2
246 644 1
65 670 2
878 73 2
294 827 2
343 105 3
118 449 2
173 433 3
441 142 1
548 274 3
801 937 2
523 368 3
262 354 2
722 642 1
372 718 1
550 697 1
727 252 2
717 568 3
604 104 3
749 488 2
80 81 1
12 28 1
884 580 2
724 191 2
621 999 1
624 332 3
376 796 1
44 794 1
529 227 2
441 419 1
401 450 1
721 760 1
629 799 2
765 339 3
184 725 2
845 617 3
583 280 2
447 604 1
131 671 2
98 436 1
865 898 2
469 498 1
333 283 1
996 130 1
959 546 1
507 750 2
869 313 2
313 753 1
839 382 2
738 367 2
874 438 1
135 308 2
625 182 2
918 543 2
30 414 3
691 511 1
494 9 2
210 707 1
832 959 1
746 882 1
82 156 3
632 798 2
105 367 2
853 934 2
634 681 1
479 166 2
360 351 1
896 500 2
303 826 3
582 837 2
585 413 2
384 40 1
619 292 3
423 821 1
671 651 2
642 623 1
810 524 2
684 490 1
819 534 2
554 867 1
941 1000 1
479 147 1
35 886 2
715 418 2
151 934 2
497 156 1
928 186 2
493 56 2
169 800 2
388 671 2
505 16 1
717 336 3
896 17 2
552 519 2
793 578 2
252 336 2
730 306 1
670 154 1
994 774 3
665 367 1
585 983 2
498 405 1
720 469 2
557 644 1
935 864 1
961 669 2
528 657 1
687 643 1
23 527 1
772 35 2
384 131 1
919 723 1
159 402 2
971 693 2
162 993 3
790 964 1
169 748 2
606 549 2
788 489 1
680 401 2
761 174 2
35 862 2
346 947 1
367 899 2
719 728 1
474 193 2
110 603 2
139 329 2
493 736 1
53 652 3
697 755 1
279 344 1
699 476 3
888 281 2
38 940 1
114 90 3
367 521 1
70 919 1
7 89 1
87 225 1
740 251 3
395 97 2
556 910 2
310 74 2
194 276 1
580 794 1
821 407 1
614 797 2
672 554 2
53 313 1
944 86 1
106 497 1
869 511 2
17 686 1
560 765 1
391 295 1
844 122 1
347 966 1
967 7 1
264 125 2
589 552 1
271 410 1
50 542 1
984 620 2
81 873 1
445 420 1
865 20 1
927 523 1
844 953 1
253 27 1
426 232 1
13 915 1
162 96 2
106 177 2
489 22 1
938 441 2
261 724 2
344 884 2
249 296 1
345 328 1
194 88 2
314 670 1
244 450 1
332 896 2
197 475 2
868 101 1
694 998 2
601 185 2
681 16 1
188 927 2
174 472 2
778 978 1
145 767 1
449 616 2
326 334 2
657 821 1
237 636 2
536 38 2
849 242 2
257 894 3
959 425 2
280 835 1
374 477 1
511 288 2
359 508 1
931 722 1
484 41 1
161 490 2
168 310 2
620 943 2
307 568 1
699 51 2
405 449 2
917 383 1
488 638 2
211 328 2
356 495 2
377 465 2
190 654 2
464 516 2
977 133 1
904 182 1
902 910 1
214 58 1
58 17 3
343 545 2
409 908 1
315 710 1
725 594 1
972 378 1
827 220 1
600 653 1
292 651 3
69 654 2
260 159 1
433 744 2
648 703 3
167 19 1
471 538 2
412 806 3
673 68 1
95 37 3
529 159 2
860 207 2
982 505 1
947 32 2
875 132 2
268 532 1
834 71 1
13 48 2
205 210 3
32 535 1
808 794 1
628 698 2
66 442 2
968 2 1
29 367 2
934 504 1
557 388 1
244 947 2
858 41 2
696 50 1
328 918 3
868 496 2
626 759 1
614 752 3
487 592 2
255 673 1
346 459 2
471 443 3
29 99 2
628 797 2
774 681 2
267 145 1
789 279 1
155 713 2
138 913 2
428 433 1
123 987 2
435 620 1
373 644 2
877 120 2
920 935 1
718 731 1
43 413 1
566 485 2
543 553 1
844 921 1
542 698 1
649 488 2
552 911 1
498 385 2
246 860 3
296 510 2
238 190 2
370 945 1
440 90 2
139 604 3
881 323 2
372 359 2
536 232 2
475 372 2
780 172 1
627 847 2
444 262 1
590 620 1
284 278 1
823 376 3
72 652 1
803 840 2
129 568 1
329 624 1
326 780 2
422 236 1
860 185 2
572 461 1
428 825 1
604 550 2
964 545 2
70 840 1
148 409 3
502 790 1
876 36 2
969 887 2
359 750 2
298 546 1
823 30 2
743 395 1
288 852 2
315 401 2
763 181 2
393 536 1
986 882 1
450 402 1
429 279 2
252 261 1
530 840 3
156 732 1
251 535 1
255 300 2
204 407 1
668 293 2
181 62 1
411 28 2
444 883 1
580 146 1
921 399 3
997 473 1
366 803 1
829 332 2
237 631 1
312 717 1
480 218 1
557 399 2
628 820 2
952 576 1
303 980 2
571 541 2
534 296 1
171 317 3
684 123 1
817 264 2
989 53 1
248 759 2
751 832 2
852 908 1
357 343 1
629 597 2
582 229 3
19 354 2
437 317 1
772 588 1
883 66 1
311 412 2
104 210 1
142 468 1
535 642 1
954 716 2
274 853 2
501 160 1
842 207 2
497 208 2
83 749 1
752 286 2
1 398 1
469 684 3
926 49 3
63 367 1
300 368 1
994 973 1
339 539 2
616 923 1
183 534 2
158 22 1
609 13 1
728 390 2
60 580 1
401 118 1
987 910 2
136 662 2
970 132 1
512 699 2
792 955 1
21 722 1
511 841 2
40 379 1
583 119 2
368 427 1
906 332 1
217 185 1
40 9 2
422 664 1
217 173 1
300 922 1
385 28 1
874 766 2
896 707 2
271 761 2
637 214 1
613 235 3
128 331 1
450 139 3
212 163 1
428 422 2
960 764 3
533 966 1
117 429 2
685 695 2
819 180 1
683 931 3
635 569 1
478 137 2
127 463 2
360 860 2
838 771 2
568 41 1
394 790 1
788 199 2
430 857 2
234 731 1
169 952 3
760 44 1
656 625 2
630 103 2
664 918 2
512 914 3
451 622 1
158 603 2
46 516 1
120 67 3
668 304 2
803 140 2
461 864 1
798 561 1
28 204 2
210 474 1
867 365 1
951 71 1
793 142 1
480 581 2
575 430 1
32 397 1
849 437 1
853 518 2
628 599 2
278 33 2
877 259 1
17 195 1
942 319 1
244 814 2
447 96 2
165 880 1
752 35 2
738 779 2
299 525 2
404 930 1
15 258 2
655 455 1
275 337 2
328 957 2
625 335 1
648 880 1
706 555 1
401 967 2
833 937 2
123 751 1
11 843 2
783 147 2
631 591 2
166 583 2
537 35 1
53 241 1
496 811 1
925 349 1
666 828 2
396 558 1
314 940 2
874 215 2
178 969 1
503 950 2
175 138 2
608 345 1
557 724 2
44 678 1
724 353 2
280 176 2
389 532 1
466 843 2
467 479 1
138 598 2
498 847 1
478 338 1
820 901 1
489 10 2
606 236 2
747 114 1
347 32 2
862 765 2
912 15 1
564 72 3
594 989 3
426 485 2
26 176 2
591 29 2
148 47 1
710 690 1
853 139 1
517 980 2
515 602 2
741 343 1
640 944 1
280 621 1
334 215 3
46 726 1
438 266 2
271 945 2
345 732 1
127 328 2
654 401 1
949 487 2
151 150 2
21 304 1
276 750 3
95 259 2
19 579 2
379 973 1
812 727 2
59 202 3
857 884 2
259 221 1
103 839 3
953 38 2
892 993 1
898 639 2
999 638 2
832 835 1
293 794 1
254 563 2
3 716 2
427 458 2
772 191 1
666 145 3
496 855 1
740 399 2
228 650 2
987 591 2
308 931 2
963 782 1
293 60 2
188 834 2
227 200 2
643 771 2
911 343 2
920 411 2
206 941 2
674 17 2
914 651 1
308 582 3
600 360 2
652 864 2
574 556 2
387 573 1
44 444 1
704 824 2
127 376 2
520 444 2
760 608 2
987 819 2
495 659 3
987 587 2
258 896 1
809 459 1
233 991 3
149 753 1
571 605 1
755 958 1
989 180 2
77 913 1
234 777 2
324 620 1
926 365 3
790 246 2
209 415 3
270 973 2
747 661 2
894 803 1
258 46 3
289 929 3
424 824 2
275 632 1
778 895 2
462 303 2
195 92 2
278 578 1
484 162 1
437 788 1
192 348 2
889 827 2
182 378 2
530 936 3
96 12 2
234 951 1
354 114 1
840 107 1
495 37 1
590 15 2
103 593 1
393 450 2
379 640 2
512 878 2
202 67 1
497 86 2
943 990 2
456 834 1
486 631 1
203 254 1
559 888 2
177 763 1
803 5 1
563 319 1
180 337 1
503 703 1
9 137 1
418 668 1
702 223 2
110 620 1
475 146 1
210 311 2
208 464 3
944 658 1
300 759 1
850 839 1
66 215 2
70 657 2
892 206 3
512 223 1
185 852 2
23 730 2
917 765 2
718 341 2
397 348 2
991 879 2
904 10 2
864 839 1
344 378 3
767 385 3
559 630 2
796 965 2
3 995 1
366 273 2
428 225 3
863 747 2
724 938 2
777 536 1
181 254 1
892 717 1
486 546 1
428 854 1
522 98 1
710 974 1
231 94 1
627 676 1
9 173 1
860 601 1
945 564 3
687 750 2
829 456 2
734 820 1
210 728 1
981 16 2
69 366 1
627 870 1
992 823 1
138 449 2
417 918 1
462 819 1
719 926 2
523 321 2
489 607 3
962 735 1
94 519 2
318 254 2
27 862 1
527 90 2
53 261 2
19 623 1
982 973 2
848 65 2
472 412 1
668 754 1
433 327 2
375 295 1
786 492 3
848 166 2
698 373 2
947 411 1
37 203 2
896 852 1
411 167 1
881 169 1
785 628 1
181 961 2
957 88 3
430 842 2
342 867 1
766 456 1
96 578 1
298 149 1
978 221 3
229 932 1
42 728 2
275 705 1
55 138 2
541 40 3
726 763 2
152 570 1
166 993 1
340 118 2
567 212 1
345 860 1
46 372 2
248 268 1
954 226 1
683 978 1
375 219 1
712 600 1
594 492 1
283 857 1
69 135 3
80 745 2
833 502 2
306 429 1
269 233 2
118 666 2
689 252 1
553 482 1
922 509 2
759 766 1
395 588 1
448 116 2
570 183 1
819 822 1
311 870 1
34 676 1
137 188 1
639 372 1
679 913 1
434 960 2
936 228 1
162 628 2
302 673 1
578 264 3
231 274 1
110 380 1
761 741 2
537 670 1
905 999 2
256 6 2
748 141 2
945 381 2
90 625 2
447 284 1
425 702 2
701 699 2
295 878 1
322 908 1
346 141 2
192 914 2
529 334 3
829 834 1
172 350 2
342 679 1
755 970 1
668 821 1
926 361 1
176 533 2
998 485 2
